chunk_id,row_uid,title,chunk_text
558389f6752bb2a5f024a76c8b26a6ed_0,558389f6752bb2a5f024a76c8b26a6ed,"ASUS Vivobook S 16"" 3K OLED Intel Core Ultra 7 255H - 32GB RAM - 1TB SSD Windows 11 Home (S5606CA-NS79)","Product: ASUS Vivobook S 16"" 3K OLED Intel Core Ultra 7 255H - 32GB RAM - 1TB SSD Windows 11 Home (S5606CA-NS79) Category: Home > Computer Systems > Laptop / Notebook > All Laptop > ASUS Price: $1249.99 Specifications: Best Seller Ranking: #3 in All Laptop; Brand: ASUS; Series: VivoBook S16; Model: S5606CA-NS79; Part Number: 90NB1553-M008D0; Color: Neutral Black; AI Features: AI Ready; Operating System: Windows 11 Home; CPU Type: Intel Core Ultra 7 (Series 2); Processor Name: Intel Core Ultra 7 255H; Number of Cores: 16-core (6P+8E+2LPE) Processor; CPU L3 Cache: 24 MB; Neural Processing Unit (NPU): Up to 13, Intel AI Boost NPU up to 13TOPS; Screen Size: 16""; Touchscreen: Non-Touch Screen; Wide Screen Support: Yes; Display Type:"
558389f6752bb2a5f024a76c8b26a6ed_1,558389f6752bb2a5f024a76c8b26a6ed,"ASUS Vivobook S 16"" 3K OLED Intel Core Ultra 7 255H - 32GB RAM - 1TB SSD Windows 11 Home (S5606CA-NS79)","13, Intel AI Boost NPU up to 13TOPS; Screen Size: 16""; Touchscreen: Non-Touch Screen; Wide Screen Support: Yes; Display Type: WQXGA+; Resolution: 2880 x 1800; Panel: OLED; Refresh Rate: 120 Hz; Display Features: DCI-P3:100%Bend+400nits(HDR)Glare; GPU/VPU: Intel Arc Graphics; Video Memory: Shared system memory; Graphic Type: Integrated Card; SSD: 1TB PCIe; Storage Spec: 1 TB PCIE G4 SSD; Memory: 32GB LPDDR5X 7500; Optical Drive Type: No; WLAN: 802.11be Wireless LAN; WiFi Generation: Wi-Fi 7; Bluetooth: Bluetooth 5.4; USB: 2 x USB 3.2 Gen 1 Type-A; Thunderbolt: 2 x Thunderbolt 4 with support for display / power delivery (data speed up to 40Gbps); HDMI: 1 x HDMI 2.1; Audio Ports: 1 x 3.5mm Combo Audio Jack; Audio: Smart Amp TechnologyBuilt-in microphoneBuilt-in array"
558389f6752bb2a5f024a76c8b26a6ed_2,558389f6752bb2a5f024a76c8b26a6ed,"ASUS Vivobook S 16"" 3K OLED Intel Core Ultra 7 255H - 32GB RAM - 1TB SSD Windows 11 Home (S5606CA-NS79)","40Gbps); HDMI: 1 x HDMI 2.1; Audio Ports: 1 x 3.5mm Combo Audio Jack; Audio: Smart Amp TechnologyBuilt-in microphoneBuilt-in array microphone; Speaker: Built-in speaker; Touchpad: Precision touchpad; Backlit Keyboard: Backlit Chiclet Keyboard 1-Zone RGB with Num-key; Webcam: FHD camera with IR function to support Windows Hello; Card Reader: Micro SD; Style: Thin and Light; Type: Gaming / Mainstream; Usage: Consumer; AC Adapter/Charger: 65-watt AC Adapter; Battery: 75WHrs, 4S1P, 4-cell Li-ion; Battery Life: Up to 16 Hours; Dimensions (W x D x H): 13.92"" x 9.72"" x 0.55""-0.63""; Weight: 3.31 lbs.; First Listed on Newegg: October 29, 2025 Description: Indulge in stunning visuals in breathtaking 2880 x 1800 resolution (16:10) and a 400-nit peak HDR brightness with brilliant 100% DCI-P3 color"
558389f6752bb2a5f024a76c8b26a6ed_3,558389f6752bb2a5f024a76c8b26a6ed,"ASUS Vivobook S 16"" 3K OLED Intel Core Ultra 7 255H - 32GB RAM - 1TB SSD Windows 11 Home (S5606CA-NS79)","stunning visuals in breathtaking 2880 x 1800 resolution (16:10) and a 400-nit peak HDR brightness with brilliant 100% DCI-P3 color gamut and a smooth 120Hz refresh rate,180 degree lay flat hinge & full metal chassis | 3D performance hybrid architecture powered by 16 processor cores and 16 processor threads makes everything you do easier, faster, and better. Intel AI Boost NPU accelerator boosts AI assistants, generative AI, and more | Discrete-class graphics engineered for the Vivobook S16. Create and play with superior performance with up to eight Xe-cores for advanced visual technologies like XMX AI engine support and XeSS upscaling in games | Look great with a 1080p Full HD IR webcam with AiSense for swift face login, background blur,"
558389f6752bb2a5f024a76c8b26a6ed_4,558389f6752bb2a5f024a76c8b26a6ed,"ASUS Vivobook S 16"" 3K OLED Intel Core Ultra 7 255H - 32GB RAM - 1TB SSD Windows 11 Home (S5606CA-NS79)","in games | Look great with a 1080p Full HD IR webcam with AiSense for swift face login, background blur, automatic framing and eye-tracking | Indulge your senses in powerful, crystal-clear sound, tuned by Harman Kardon and Dolby Atmos, feature Smart Amplifier and ASUS Audio Booster | Ports: 2 Thunderbolt 4 | 2 USB 3.2 Gen 1 Type-A | HDMI 2.1 TMDS | MicroSD Card Reader | Audio Combo Jack Customer Reviews: The machine has been fine for general use. General computing obviously is good. Light gaming is okay. It's thin and light enough to take on trips without back pain. | For my first PC ever this is fantastic. The UI was different for me (primarily Apple user all"
558389f6752bb2a5f024a76c8b26a6ed_5,558389f6752bb2a5f024a76c8b26a6ed,"ASUS Vivobook S 16"" 3K OLED Intel Core Ultra 7 255H - 32GB RAM - 1TB SSD Windows 11 Home (S5606CA-NS79)",pain. | For my first PC ever this is fantastic. The UI was different for me (primarily Apple user all my life) but super super easy to learn | GREAT LAPTOP. REASONABLE PRICE. | Yes--would recommend this laptop-- quality build. Great price from Newegg with prompt shipping. Great vendor | Will give it a couple days and see if I can find any online helpf for this.
34950ed249e57741546384aef2b1f675_0,34950ed249e57741546384aef2b1f675,"Acer Aspire Go 15 15.6"" AMD Ryzen 7 5825U 32GB DDR4 Memory DDR4 3200 512GB PCIe Gen4 SSD Windows 11 Home AG15-42P-R6GZ","Product: Acer Aspire Go 15 15.6"" AMD Ryzen 7 5825U 32GB DDR4 Memory DDR4 3200 512GB PCIe Gen4 SSD Windows 11 Home AG15-42P-R6GZ Category: Home > Computer Systems > Laptop / Notebook > All Laptop > Acer America Price: $449.99 Specifications: Best Seller Ranking: #14 in All Laptop; Brand: Acer; Series: Aspire Go 15; Model: AG15-42P-R6GZ; Part Number: NX.JQJAA.002; Color: Steel Gray; Operating System: Windows 11 Home; CPU Type: AMD Ryzen 7 5000 Series; Processor Name: AMD Ryzen 7 5825U; Number of Cores: 8-core Processor; CPU L2 Cache: 4MB; CPU L3 Cache: 16 MB; Screen Size: 15.6""; Touchscreen: Non-Touch Screen; Wide Screen Support: Yes; Display Type: FHD; Resolution: 1920 x 1080; Panel: IPS; GPU/VPU: AMD Radeon Graphics; Video Memory: Shared"
34950ed249e57741546384aef2b1f675_1,34950ed249e57741546384aef2b1f675,"Acer Aspire Go 15 15.6"" AMD Ryzen 7 5825U 32GB DDR4 Memory DDR4 3200 512GB PCIe Gen4 SSD Windows 11 Home AG15-42P-R6GZ","Wide Screen Support: Yes; Display Type: FHD; Resolution: 1920 x 1080; Panel: IPS; GPU/VPU: AMD Radeon Graphics; Video Memory: Shared system memory; Graphic Type: Integrated Card; SSD: 512GB PCIe Gen4; Storage Spec: 2 x M.2 slots, 1 available; Memory: 32GB DDR4; Memory Speed: DDR4 3200; Memory Spec: 16GB installed + V-COLOR 1x16GB DDR4 3200 SO-DIMM; Memory Slot (Total): 2; Memory Slot (Available): 0; WLAN: 802.11ac Wireless LAN; WiFi Generation: Wi-Fi 6; Bluetooth: Bluetooth 5.1; USB: 1 x USB Type-C (USB 3.2 Gen 2, DisplayPort, Charging, Power Delivery up to 65W), 3 x USB 3.2 Gen 1; HDMI: 1 x HDMI 2.1 with HDCP support; Ethernet: 1 x RJ-45 (1Gbps); Other port: Kensington Lock Slot, DC-in jack; Audio Ports: 1 x"
34950ed249e57741546384aef2b1f675_2,34950ed249e57741546384aef2b1f675,"Acer Aspire Go 15 15.6"" AMD Ryzen 7 5825U 32GB DDR4 Memory DDR4 3200 512GB PCIe Gen4 SSD Windows 11 Home AG15-42P-R6GZ","2.1 with HDCP support; Ethernet: 1 x RJ-45 (1Gbps); Other port: Kensington Lock Slot, DC-in jack; Audio Ports: 1 x Headphone/Microphone Combo Jack; Speaker: Dual stereo speakers, Dual microphones, Acer PurifiedVoice with AI Noise Reduction; Touchpad: Precision Touchpad with gesture support; Backlit Keyboard: Backlit; Webcam: HD (1280 x 720) with Blue Glass Lens, Acer TNR; Style: Thin and Light; Type: Education / Everyday Value / Home / Personal / Mainstream / Work / Business / Workstation; Usage: Home / Personal / Mainstream; AC Adapter/Charger: 65-watt AC Adapter; Battery: Lithium Ion; Dimensions (W x D x H): 14.29"" x 9.5"" x 0.53""-0.78""; Weight: 3.92 lbs; Package Content: LaptopLithium Ion (Li-Ion) BatteryPower AdapterPower Cord; First Listed on Newegg: June 19, 2026 Description:"
34950ed249e57741546384aef2b1f675_3,34950ed249e57741546384aef2b1f675,"Acer Aspire Go 15 15.6"" AMD Ryzen 7 5825U 32GB DDR4 Memory DDR4 3200 512GB PCIe Gen4 SSD Windows 11 Home AG15-42P-R6GZ","0.53""-0.78""; Weight: 3.92 lbs; Package Content: LaptopLithium Ion (Li-Ion) BatteryPower AdapterPower Cord; First Listed on Newegg: June 19, 2026 Description: AMD Ryzen 7 5825U | 32GB DDR4 Memory / 512GB PCIe Gen4 SSD | AMD Radeon Graphics | Non-Touch Screen | 1920 x 1080 | Windows 11 Home"
4ac36e517409cb322edb2986286db803_0,4ac36e517409cb322edb2986286db803,"Lenovo IdeaPad Slim 3 Laptop 15.3"" FHD+ Touchscreen AMD Ryzen 7 8840HS (Beats i7-13620H) Radeon 780M 16GB DDR5 RAM 512GB SSD Wi-Fi 6 Backlit KB HDMI 1080p Webcam Long Battery Life Windows 11 Pro Grey","Product: Lenovo IdeaPad Slim 3 Laptop 15.3"" FHD+ Touchscreen AMD Ryzen 7 8840HS (Beats i7-13620H) Radeon 780M 16GB DDR5 RAM 512GB SSD Wi-Fi 6 Backlit KB HDMI 1080p Webcam Long Battery Life Windows 11 Pro Grey Category: Home > Computer Systems > Laptop / Notebook > All Laptop > Lenovo Price: $729.00 Specifications: Best Seller Ranking: #22 in All Laptop; Brand: Lenovo; Color: Gray; AI Features: Copilot+ PC; Operating System: Windows 11 Pro; CPU Type: AMD Ryzen 7; Processor Name: AMD Ryzen 7 8840HS; Number of Cores: 8-core Processor; CPU L2 Cache: 8MB; CPU L3 Cache: 16 MB; Screen Size: 15.3""; Touchscreen: Touch Screen; Display Type: FHD+; Resolution: 1920 x 1200; Panel: IPS; Refresh Rate: 60 Hz; GPU/VPU: AMD Radeon"
4ac36e517409cb322edb2986286db803_1,4ac36e517409cb322edb2986286db803,"Lenovo IdeaPad Slim 3 Laptop 15.3"" FHD+ Touchscreen AMD Ryzen 7 8840HS (Beats i7-13620H) Radeon 780M 16GB DDR5 RAM 512GB SSD Wi-Fi 6 Backlit KB HDMI 1080p Webcam Long Battery Life Windows 11 Pro Grey","15.3""; Touchscreen: Touch Screen; Display Type: FHD+; Resolution: 1920 x 1200; Panel: IPS; Refresh Rate: 60 Hz; GPU/VPU: AMD Radeon 780M; Graphic Type: Integrated Card; SSD: 512 GB; HDD: No; Memory: 16GB; Memory Speed: DDR5 5600; LAN: 10/100/1000Mbps; WLAN: 802.11ax Wireless LAN; WiFi Generation: Wi-Fi 6; Bluetooth: Yes; USB: 1 x USB 3.2 Gen 1 Type-C; Video Port: 1 x HDMI; HDMI: 1 x HDMI 1.4; Other port: 1x Headphone/Microphone combo jack (3.5mm); Audio Ports: 1 x Headphone/Microphone Combo Jack; Audio: 1x Headphone/Microphone combo jack (3.5mm); Speaker: Stereo speakers, 2W x2, optimized with Dolby®Audio; Touchpad: Yes; Keyboard: Full size with Keyboard light; Backlit Keyboard: Backlit; Webcam: 1080p FHD; Card Reader: microSD Card Reader; Style: Ultrabook; Type: Work / Business; Usage:"
4ac36e517409cb322edb2986286db803_2,4ac36e517409cb322edb2986286db803,"Lenovo IdeaPad Slim 3 Laptop 15.3"" FHD+ Touchscreen AMD Ryzen 7 8840HS (Beats i7-13620H) Radeon 780M 16GB DDR5 RAM 512GB SSD Wi-Fi 6 Backlit KB HDMI 1080p Webcam Long Battery Life Windows 11 Pro Grey","Keyboard light; Backlit Keyboard: Backlit; Webcam: 1080p FHD; Card Reader: microSD Card Reader; Style: Ultrabook; Type: Work / Business; Usage: Business; Battery: 4-cell Lithium Polymer; Battery Life: Up to 10 Hours; Weight: 3 - 3.9 lbs.; First Listed on Newegg: July 10, 2026 Description: [Processor] AMD Ryzen 7 8840HS (8-core, 16-thread, base 3.3 GHz, Up to 5.1 GHz; 16MB Cache) | [Display] 15.3"" Full HD+ 1920 x 1200 IPS LCD Touchscreen 16:10 aspect ratio | [Memory and Storage] 16GB DDR5 5600MHz RAM; 512GB PCIe Gen 4x4 NVMe M.2 SSD | [Operation System] Windows 11 Pro | [Feature] AMD Radeon 780M Graphics; Backlit Keyboard; RGB 1080p FHD Webcam with Privacy shutter; Wi-Fi 6 and Bluetooth; Up to 10 hours Battery life;"
4ac36e517409cb322edb2986286db803_3,4ac36e517409cb322edb2986286db803,"Lenovo IdeaPad Slim 3 Laptop 15.3"" FHD+ Touchscreen AMD Ryzen 7 8840HS (Beats i7-13620H) Radeon 780M 16GB DDR5 RAM 512GB SSD Wi-Fi 6 Backlit KB HDMI 1080p Webcam Long Battery Life Windows 11 Pro Grey","Graphics; Backlit Keyboard; RGB 1080p FHD Webcam with Privacy shutter; Wi-Fi 6 and Bluetooth; Up to 10 hours Battery life; Dolby Audio, Dual Speakers; 2x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C (DisplayPort); 1x HDMI 1.4; 1x Headphone/Mic Combo; 1x SD Card Reader; 13.52 x 9.51 x 0.74 inches; 3.52lbs"
04afd2024216efc802f3ba0fc725fdce_0,04afd2024216efc802f3ba0fc725fdce,"Lenovo ThinkPad L16 Gen 2 Business AI Laptop, 16"" FHD+, Intel Core Ultra 7 255U, 32GB DDR5, 1TB SSD, HDMI, Fingerprint, Backlit, Wi-Fi 6E, Long Battery Life, Windows 11 Pro, 7-in-1 USB-C Hub Bundle","Product: Lenovo ThinkPad L16 Gen 2 Business AI Laptop, 16"" FHD+, Intel Core Ultra 7 255U, 32GB DDR5, 1TB SSD, HDMI, Fingerprint, Backlit, Wi-Fi 6E, Long Battery Life, Windows 11 Pro, 7-in-1 USB-C Hub Bundle Category: Home > Computer Systems > Laptop / Notebook > All Laptop > Lenovo Price: $1379.00 Specifications: Best Seller Ranking: #32 in All Laptop; Brand: Lenovo; Series: ThinkPad; Model: L16; Color: Black; Operating System: Windows 11 Pro; CPU Type: Intel Core Ultra 7 (Series 2); Processor Name: Intel Core Ultra 7 255U; Turbo Frequency: 5.2GHZ; Number of Cores: 12-core Processor; CPU L3 Cache: 12 MB; Screen Size: 16.0""; Display Type: FHD+; Resolution: 1920 x 1200; Panel: IPS; Refresh Rate: 60 Hz; GPU/VPU: Intel Graphics; Graphic"
04afd2024216efc802f3ba0fc725fdce_1,04afd2024216efc802f3ba0fc725fdce,"Lenovo ThinkPad L16 Gen 2 Business AI Laptop, 16"" FHD+, Intel Core Ultra 7 255U, 32GB DDR5, 1TB SSD, HDMI, Fingerprint, Backlit, Wi-Fi 6E, Long Battery Life, Windows 11 Pro, 7-in-1 USB-C Hub Bundle","Screen Size: 16.0""; Display Type: FHD+; Resolution: 1920 x 1200; Panel: IPS; Refresh Rate: 60 Hz; GPU/VPU: Intel Graphics; Graphic Type: Integrated Card; SSD: 1TB PCIe; HDD: No; Memory: 32GB DDR5; Memory Speed: DDR5 4800; Max Memory Supported: 64 GB; Optical Drive Type: No; WLAN: 802.11ax Wireless LAN; WiFi Generation: Wi-Fi 6E; USB: 5; Video Port: 1 x HDMI; HDMI: 1 x HDMI; Audio Ports: Yes; Audio: High Definition (HD) Audio; Speaker: Internal Speakers; Touchpad: Yes; Webcam: Yes; Card Reader: None; Style: Standard; Type: Work / Business; Usage: Business; AC Adapter/Charger: 65-watt AC Adapter; Battery: 2-cell Lithium Ion; Battery Life: Up to 10 Hours; Dimensions (W x D x H): 14.06"" x 9.98"" x 0.77""; Weight: 3 - 3.9 lbs.;"
